IncidntNum,Category,Descript,DayOfWeek,Date,Time,Resolution,Address
90191675,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,02/21/2009,22:23,NONE,GEARY BL / SCOTT ST
100938694,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Saturday,10/09/2010,06:38,"ARREST, BOOKED",0 Block of GROVE ST
70627399,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Thursday,06/21/2007,18:26,"ARREST, BOOKED",200 Block of WINSTON DR
70432712,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Friday,04/27/2007,19:55,"ARREST, BOOKED",SHOTWELL ST / 16TH ST
81129489,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Tuesday,10/21/2008,22:00,NONE,1800 Block of MARKET ST
40076011,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,01/20/2004,11:15,UNFOUNDED,800 Block of BRYANT ST
30986652,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Tuesday,08/19/2003,21:00,NONE,1400 Block of SOUTH VAN NESS AV
30566696,ASSAULT,BATTERY,Thursday,05/08/2003,16:07,"ARREST, CITED",800 Block of HAYES ST
80320925,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,03/26/2008,16:30,NONE,300 Block of THORNTON AV
110555181,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,07/11/2011,04:00,"ARREST, BOOKED",400 Block of JONES ST
40937231,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,08/17/2004,07:50,NONE,700 Block of 20TH ST
126205083,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,12/26/2012,21:50,NONE,FILLMORE ST / GEARY BL
51034896,OTHER OFFENSES,CONSPIRACY,Wednesday,09/14/2005,15:00,"ARREST, BOOKED",0 Block of JONES ST
100429085,ASSAULT,BATTERY,Sunday,05/09/2010,02:01,NONE,3300 Block of CESAR CHAVEZ ST
100143796,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,02/11/2010,22:33,"ARREST, BOOKED",800 Block of BRYANT ST
91088881,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Thursday,10/22/2009,11:38,"ARREST, BOOKED",700 Block of MARKET ST
130225922,WARRANTS,WARRANT ARREST,Monday,03/18/2013,16:53,"ARREST, BOOKED",800 Block of MARKET ST
116018103,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,02/06/2011,00:01,NONE,1200 Block of SOUTH VAN NESS AV
30895150,ASSAULT,THREATS AGAINST LIFE,Monday,07/28/2003,13:30,NONE,700 Block of MARKET ST
60138102,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,02/06/2006,04:18,NONE,16TH ST / SOUTH VAN NESS AV
120088592,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,01/30/2012,14:30,NONE,800 Block of OFARRELL ST
110801445,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Tuesday,10/04/2011,08:45,NONE,1600 Block of KIRKWOOD AV
120963875,ASSAULT,BATTERY OF A POLICE OFFICER,Thursday,11/29/2012,11:56,"ARREST, CITED",TURK ST / MASON ST
50474007,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,04/01/2005,17:00,NONE,1400 Block of CHURCH ST
81061637,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,10/05/2008,13:49,"ARREST, BOOKED",800 Block of MARKET ST
70597015,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,06/08/2007,18:00,NONE,NOE ST / DUBOCE AV
80158259,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,02/12/2008,07:00,NONE,0 Block of COUNTRYCLUB DR
110637767,OTHER OFFENSES,RESISTING ARREST,Wednesday,08/10/2011,02:28,"ARREST, CITED",900 Block of BUSH ST
120598682,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,07/29/2012,06:49,NONE,1400 Block of BUSH ST
136195991,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,10/19/2013,18:00,NONE,200 Block of INTERSTATE80 HY
70025549,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,01/08/2007,07:45,"ARREST, CITED",800 Block of BRYANT ST
91006491,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,09/29/2009,16:30,"ARREST, BOOKED",2000 Block of MARKET ST
81016024,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,09/24/2008,14:30,NONE,1200 Block of REVERE AV
110341689,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,04/27/2011,13:40,"ARREST, BOOKED",200 Block of ROSE ST
70941763,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,09/14/2007,09:16,"ARREST, BOOKED",300 Block of ELLIS ST
126197747,NON-CRIMINAL,LOST PROPERTY,Wednesday,12/05/2012,22:30,NONE,300 Block of GEARY ST
31482992,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,12/19/2003,13:15,NONE,GEARY BL / VAN NESS AV
100515822,NON-CRIMINAL,FOUND PROPERTY,Thursday,06/03/2010,17:06,NONE,1500 Block of LOMBARD ST
120258961,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,04/01/2012,00:10,"ARREST, CITED",CASTRO ST / 18TH ST
120077824,FRAUD,"CREDIT CARD, THEFT OF",Tuesday,01/24/2012,00:01,NONE,200 Block of 8TH ST
50572833,NON-CRIMINAL,LOST PROPERTY,Saturday,05/21/2005,16:00,NONE,200 Block of EDDY ST
90050855,ROBBERY,ROBBERY OF A CHAIN STORE WITH A GUN,Wednesday,01/14/2009,22:34,NONE,300 Block of CHURCH ST
30099142,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/24/2003,23:15,NONE,16TH ST / MISSISSIPPI ST
81299189,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,11/23/2008,10:00,NONE,200 Block of 7TH ST
81354294,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,12/20/2008,13:51,"ARREST, BOOKED",100 Block of TURK ST
136100809,OTHER OFFENSES,HARASSING PHONE CALLS,Friday,06/14/2013,22:00,NONE,0 Block of PROSPECT AV
70144519,DRUG/NARCOTIC,POSSESSION OF HEROIN,Friday,02/09/2007,10:26,"ARREST, BOOKED",LEAVENWORTH ST / TURK ST
130536008,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,06/30/2013,01:25,NONE,2100 Block of MARKET ST
70177968,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,02/18/2007,10:40,"ARREST, CITED",FULTON ST / OCTAVIA ST
50160563,DRUG/NARCOTIC,POSSESSION OF OPIATES,Thursday,02/10/2005,09:08,"ARREST, BOOKED",500 Block of JOHNFKENNEDY DR
130415866,WARRANTS,WARRANT ARREST,Monday,05/20/2013,17:42,"ARREST, BOOKED",1600 Block of HAIGHT ST
100651921,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",Sunday,01/01/2006,00:01,EXCEPTIONAL CLEARANCE,0 Block of MARKET ST
110585796,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,07/20/2011,08:00,NONE,2300 Block of FILBERT ST
90277071,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,03/16/2009,15:00,"ARREST, BOOKED",4600 Block of 3RD ST
130032551,LARCENY/THEFT,THEFT OF CHECKS OR CREDIT CARDS,Wednesday,12/05/2012,12:00,NONE,1100 Block of GUERRERO ST
70711356,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,07/15/2007,00:29,"ARREST, BOOKED",900 Block of SHOTWELL ST
70726941,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Wednesday,07/18/2007,23:15,NONE,HAMPSHIRE ST / 20TH ST
61314149,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,12/11/2006,07:45,NONE,600 Block of LINCOLN WY
100981740,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,10/16/2010,00:23,NONE,200 Block of TINGLEY ST
120652727,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Thursday,08/16/2012,21:39,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST
60018407,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Thursday,01/05/2006,17:10,NOT PROSECUTED,900 Block of MARKET ST
91117430,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Friday,10/30/2009,03:25,"ARREST, BOOKED",3400 Block of CESAR CHAVEZ ST
116121295,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,09/24/2011,18:45,NONE,7TH AV / MARTIN LUTHER KING JR DR
130728045,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,09/01/2013,00:22,"ARREST, CITED",STOCKTON ST / BROADWAY ST
40964228,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,08/05/2004,12:00,NONE,100 Block of BROAD ST
136185873,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,10/04/2013,04:30,NONE,OFARRELL ST / MASON ST
120836943,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Wednesday,10/17/2012,18:37,"ARREST, BOOKED",14TH ST / WOODWARD ST
110632507,OTHER OFFENSES,PAROLE VIOLATION,Monday,08/08/2011,04:59,"ARREST, BOOKED",HAYES ST / POLK ST
40745482,NON-CRIMINAL,LOST PROPERTY,Thursday,04/15/2004,11:00,NONE,100 Block of COUNTRY CLUB DR
80586343,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,06/04/2008,15:50,NONE,800 Block of BRYANT ST
81366352,NON-CRIMINAL,AIDED CASE,Tuesday,12/23/2008,17:40,NONE,700 Block of SACRAMENTO ST
90510150,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,05/16/2009,17:20,"ARREST, BOOKED",2800 Block of JENNINGS ST
40864311,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,07/29/2004,22:25,"ARREST, BOOKED",1000 Block of LARKIN ST
136058424,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/01/2013,18:00,NONE,ALEMANY BL / NAGLEE AV
41389300,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,12/07/2004,10:30,NONE,HOWARD ST / 10TH ST
130414620,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,05/20/2013,11:00,"ARREST, CITED",100 Block of OFARRELL ST
40201898,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Thursday,02/19/2004,16:50,"ARREST, BOOKED",200 Block of WINSTON DR
50387541,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,04/06/2005,18:00,NONE,20TH ST / TREAT AV
50184927,ASSAULT,THREATS AGAINST LIFE,Thursday,01/01/2004,08:00,NONE,0 Block of ROSIELEE LN
41304273,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,10/24/2004,08:00,NONE,200 Block of MONTGOMERY ST
31260500,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,10/26/2003,20:30,NONE,400 Block of CASTRO ST
40823185,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,06/01/2005,09:30,NONE,1500 Block of DAVIDSON AV
120435965,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,06/02/2012,07:30,NONE,0 Block of POWELL ST
41045530,ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Monday,09/13/2004,06:55,NONE,17TH ST / CAPP ST
100363342,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,04/17/2010,23:30,NONE,200 Block of SAN JOSE AV
101120393,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Saturday,12/04/2010,21:00,"ARREST, CITED",17TH ST / CAPP ST
101024488,ROBBERY,CARJACKING WITH A GUN,Tuesday,11/02/2010,13:50,NONE,700 Block of CORBETT AV
100812907,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,09/02/2010,18:00,NONE,3100 Block of 26TH ST
70654013,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,06/29/2007,08:20,"ARREST, CITED",JUNIPERO SERRA BL / 19TH AV
31272389,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,10/29/2003,15:11,"ARREST, BOOKED",400 Block of STEVENSON ST
60034895,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,01/10/2006,02:00,NONE,600 Block of OFARRELL ST
30917077,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Sunday,08/03/2003,23:17,"ARREST, BOOKED",5TH ST / MARKET ST
100761194,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,08/18/2010,16:00,NONE,100 Block of CARGO WY
100306342,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,04/02/2010,02:00,"ARREST, CITED",HYDE ST / OFARRELL ST
51223635,NON-CRIMINAL,LOCATED PROPERTY,Thursday,10/27/2005,18:00,NONE,0 Block of SANANTONIO PL
100460396,"SEX OFFENSES, FORCIBLE",ASSAULT TO RAPE WITH BODILY FORCE,Saturday,08/01/2009,00:01,NONE,200 Block of INTERSTATE80 HY
80924834,ASSAULT,THREATENING PHONE CALL(S),Monday,09/01/2008,10:00,NONE,1100 Block of TURK ST
40063397,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,01/16/2004,19:50,"ARREST, CITED",HAIGHT ST / FILLMORE ST
120035850,OTHER OFFENSES,MISCELLANEOUS STATE FELONY,Friday,01/13/2012,15:33,"ARREST, BOOKED",JONES ST / TURK ST
130050020,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Friday,01/18/2013,15:10,NONE,1700 Block of WALLER ST
71154286,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Saturday,11/10/2007,09:08,"ARREST, BOOKED",1200 Block of FELL ST
130497369,NON-CRIMINAL,FOUND PROPERTY,Monday,06/17/2013,12:00,NONE,CLEMENT ST / 10TH AV
110127774,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,02/11/2011,14:10,"ARREST, CITED",21ST ST / VALENCIA ST
110403621,VEHICLE THEFT,STOLEN TRUCK,Thursday,05/19/2011,00:01,NONE,0 Block of LANGTON ST
40815966,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,07/16/2004,14:00,UNFOUNDED,0 Block of REARDON RD
40221545,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Tuesday,02/24/2004,15:15,NONE,900 Block of VAN NESS AV
30490976,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,04/26/2003,22:51,"ARREST, CITED",5TH ST / HARRISON ST
40731970,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,06/26/2004,01:30,NONE,WASHINGTON ST / THE EMBARCADERO NORTH ST
110811018,VEHICLE THEFT,STOLEN TRUCK,Friday,10/07/2011,19:30,NONE,CLEMENTINA ST / 5TH ST
100174666,ASSAULT,THREATENING PHONE CALL(S),Saturday,02/20/2010,18:00,NONE,0 Block of FRANKLIN ST
40928622,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,08/13/2004,17:30,NONE,0 Block of FEDERAL ST
51156149,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,10/13/2005,01:00,NONE,LARKIN ST / FERN ST
130934446,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Sunday,11/03/2013,00:01,"ARREST, BOOKED",3300 Block of 17TH ST
80763030,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,07/20/2008,17:02,"ARREST, BOOKED",700 Block of MARKET ST
90181416,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,02/19/2009,11:40,NONE,FLORIDA ST / 24TH ST
101058512,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,11/14/2010,16:00,NONE,100 Block of 6TH ST
40263484,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Friday,03/05/2004,00:30,NONE,STANYAN ST / GOLDEN GATE AV
80904795,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/19/2008,19:30,NONE,1000 Block of GRIFFITH ST
116031616,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,02/08/2011,16:10,NONE,600 Block of SUTTER ST
30320862,OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,Tuesday,03/18/2003,00:20,"ARREST, BOOKED",300 Block of ARGUELLO BL
110215153,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,03/12/2011,18:20,NONE,0 Block of STOCKTON ST
80238613,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,03/05/2008,18:19,NONE,EDDY ST / FILLMORE ST
130333230,NON-CRIMINAL,CASE CLOSURE,Tuesday,04/23/2013,17:20,DISTRICT ATTORNEY REFUSES TO PROSECUTE,600 Block of VANNESS AV
110384253,WARRANTS,WARRANT ARREST,Wednesday,05/11/2011,17:00,"ARREST, BOOKED",500 Block of OFARRELL ST
80631368,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,06/16/2008,23:38,"ARREST, CITED",MISSION ST / 8TH ST
110214650,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,03/15/2011,01:37,NONE,1500 Block of POWELL ST
110654222,ASSAULT,BATTERY,Monday,08/08/2011,00:01,NONE,LINCOLN WY / GREAT HY
40725735,NON-CRIMINAL,LOST PROPERTY,Wednesday,06/23/2004,17:00,NONE,KEARNY ST / PACIFIC AV
90438552,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Saturday,12/20/2008,21:00,NONE,800 Block of HARRISON ST
96058679,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,07/22/2009,15:00,NONE,200 Block of BEACH ST
90948971,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,09/14/2009,19:56,NONE,0 Block of DAY ST
70499342,MISSING PERSON,MISSING ADULT,Wednesday,05/16/2007,14:00,LOCATED,FILLMORE ST / GEARY BL
130267598,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,04/01/2013,17:00,"ARREST, CITED",900 Block of VALENCIA ST
111043848,NON-CRIMINAL,FOUND PROPERTY,Wednesday,12/28/2011,00:01,NONE,700 Block of VALLEJO ST
106148011,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,11/18/2010,22:20,NONE,2300 Block of MISSION ST
31342885,NON-CRIMINAL,LOCATED PROPERTY,Thursday,11/13/2003,18:03,NONE,200 Block of BEMIS ST
71015650,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,10/03/2007,13:35,"ARREST, BOOKED",3300 Block of MISSION ST
81262669,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Tuesday,11/25/2008,14:34,"ARREST, BOOKED",700 Block of MARKET ST
110558016,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,07/11/2011,23:00,NONE,SILLIMAN ST / UNIVERSITY ST
130830640,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,10/01/2013,20:00,NONE,400 Block of NEVADA ST
110599929,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,07/27/2011,13:25,"ARREST, CITED",MONTGOMERY ST / PINE ST
110690254,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,08/28/2011,10:02,NONE,HYDE ST / GOLDEN GATE AV
50732582,NON-CRIMINAL,FOUND PROPERTY,Thursday,06/30/2005,19:35,NONE,100 Block of MASON ST
80255178,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,03/10/2008,09:43,"ARREST, CITED",GOUGH ST / GOLDEN GATE AV
110171969,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Sunday,02/27/2011,23:58,"ARREST, CITED",20TH ST / CAPP ST
71239264,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,12/02/2007,18:00,NONE,100 Block of GARDENSIDE DR
50887795,NON-CRIMINAL,LOST PROPERTY,Thursday,08/04/2005,16:30,NONE,GUERRERO ST / 18TH ST
50623583,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,06/03/2005,23:00,"ARREST, CITED",EDDY ST / DIVISADERO ST
51182570,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,10/19/2005,15:30,"ARREST, BOOKED",700 Block of MISSOURI ST
51113785,NON-CRIMINAL,LOST PROPERTY,Friday,09/30/2005,14:30,NONE,3700 Block of 18TH ST
80399378,NON-CRIMINAL,FOUND PROPERTY,Wednesday,04/16/2008,22:30,NONE,7TH ST / MARKET ST
60184149,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Friday,02/17/2006,10:10,"ARREST, BOOKED",17TH ST / SAN BRUNO AV
50805537,OTHER OFFENSES,FALSE FIRE ALARM,Monday,07/18/2005,18:00,NONE,1900 Block of LOMBARD ST
90877013,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,08/26/2009,16:30,NONE,2800 Block of TAYLOR ST
91259678,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,12/09/2009,19:00,"ARREST, BOOKED",100 Block of KELLOCH AV
40454423,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Tuesday,04/20/2004,20:00,NONE,BARTLETT ST / 26TH ST
30888224,FRAUD,FALSE ID TO PEACE OFFICER,Sunday,07/27/2003,23:17,"ARREST, CITED",1000 Block of GOLDEN GATE AV
41268782,DRUG/NARCOTIC,POSSESSION OF HEROIN,Friday,11/05/2004,22:50,"ARREST, BOOKED",16TH ST / RONDEL PL
116143813,NON-CRIMINAL,LOST PROPERTY,Friday,11/11/2011,13:30,NONE,200 Block of FRONT ST
130564231,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,07/09/2013,01:20,NONE,EDDY ST / TAYLOR ST
121015194,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,12/17/2012,12:25,"ARREST, BOOKED",400 Block of COLUMBUS AV
70676603,NON-CRIMINAL,AIDED CASE,Thursday,07/05/2007,19:01,NONE,700 Block of MARKET ST
120731111,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,09/01/2012,00:01,NONE,1700 Block of ELLIS ST
100907166,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,09/29/2010,21:42,"ARREST, CITED",GREEN ST / POLK ST
81303699,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,12/06/2008,16:23,"ARREST, BOOKED",900 Block of MARKET ST
110942607,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,11/22/2011,19:00,NONE,600 Block of VALENCIA ST
90334245,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,03/30/2009,22:50,NONE,1800 Block of LOMBARD ST
40462131,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,04/22/2004,20:30,NONE,MCALLISTER ST / FILLMORE ST
61339937,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,11/18/2006,09:00,NONE,4700 Block of 19TH ST
70650102,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Thursday,06/28/2007,01:00,NONE,18TH ST / TEXAS ST
130619325,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,07/26/2013,12:15,NONE,15TH ST / GUERRERO ST
130137220,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,02/16/2013,14:00,NONE,100 Block of 13TH ST
50710839,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Saturday,06/25/2005,13:30,NONE,3600 Block of MISSION ST
30971857,WARRANTS,WARRANT ARREST,Sunday,08/17/2003,12:46,"ARREST, BOOKED",4500 Block of 3RD ST
110151676,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,02/12/2011,11:00,NONE,0 Block of BUENA VISTA TER
50736227,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Friday,07/01/2005,11:00,NONE,HARRISON ST / 14TH ST
90294188,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,03/20/2009,13:20,NONE,800 Block of HARRISON ST
111024832,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Friday,12/23/2011,11:37,"ARREST, BOOKED",0 Block of BROADWAY ST
106101724,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,08/01/2010,08:00,NONE,300 Block of BAY SHORE BL
70526575,TRESPASS,TRESPASSING,Thursday,05/24/2007,05:52,"ARREST, BOOKED",700 Block of POWELL ST
61161752,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,10/30/2006,23:59,NONE,VALENCIA ST / 15TH ST
120057252,OTHER OFFENSES,CONSPIRACY,Saturday,01/21/2012,12:50,NONE,100 Block of OFARRELL ST
100108308,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,02/01/2010,08:53,NONE,0 Block of BRIGHTON AV
51138852,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,10/09/2005,11:10,"ARREST, BOOKED",MISSION ST / SYCAMORE ST
90576362,NON-CRIMINAL,LOST PROPERTY,Saturday,05/30/2009,16:00,NONE,2800 Block of TAYLOR ST
86083307,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,11/05/2008,09:50,NONE,800 Block of BRYANT ST
70326529,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Friday,03/30/2007,06:20,"ARREST, CITED",18TH ST / SOUTH VAN NESS AV
71329718,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,12/29/2007,18:45,"ARREST, CITED",MISSION ST / TRUMBULL ST
70381670,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,04/14/2007,13:50,"ARREST, CITED",1200 Block of IRVING ST
90182492,DRUG/NARCOTIC,POSSESSION OF HEROIN,Thursday,02/19/2009,16:23,"ARREST, BOOKED",100 Block of JULIAN AV
71067770,ARSON,ARSON OF A VEHICLE,Thursday,10/18/2007,04:49,NONE,2000 Block of SUNNYDALE AV
80700979,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,07/04/2008,22:39,"ARREST, BOOKED",0 Block of 4TH ST
40459263,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,04/21/2004,17:00,NONE,GEARY BL / LAGUNA ST
90461553,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,05/03/2009,12:07,NONE,200 Block of LEAVENWORTH ST
